Year,Filename,Title,Authors,G1,G2,G3,G4,G5,G6,G7,T1,T2,Q1,Q2,Q3,Flag_Grad,Flag_HighQ,Flag_WB,Flag_NoEcon,Flag_NoCode,Flag_NoReal,Traditional_Score
2022,131600b344.pdf,"Model Orthogonalization: Class Distance Hardening in Neural Networks for Better Security Guanhong Tao, Yingqi Liu, Guangyu Shen, Qiuling Xu, Shengwei ","in Neural Networks for Better Security Guanhong Tao, Yingqi Liu, Guangyu Shen, Qiuling Xu, Shengwei An, Zhuo Zhang, Xiangyu Zhang Department of Computer Science, Purdue University Email: {taog, liu175",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2022,131600b519.pdf,Membership Inference Attacks From First Principles Nicholas Carlini1Steve Chien1Milad Nasr1;2Shuang Song1Andreas Terzis1Florian Tram `er1 1Google Res,Membership Inference Attacks From First Principles Nicholas Carlini1Steve Chien1Milad Nasr1;2Shuang Song1Andreas Terzis1Florian Tram `er1 1Google Research2University of Massachusetts Amherst Abstract,atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2022,131600b526.pdf,"IRShield: A Countermeasure Against Adversarial Physical-Layer Wireless Sensing Paul Staat, Simon Mulzery, Stefan Rothy, Veelasha Moonsamyy, Markus He","Markus Heinrichsz, Rainer Kronbergerz, Aydin Sezginy, Christof Paar Max Planck Institute for Security and Privacy, Bochum, Germany yRuhr University Bochum, Bochum, Germany zTH K ¨oln – University of",def,Privacy,Both,Other,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2022,131600b532.pdf,Spinning Language Models: Risks of Propaganda-As-A-Service and Countermeasures Eugene Bagdasaryan Cornell Tech eugene@cs.cornell.eduVitaly Shmatikov C,Eugene Bagdasaryan Cornell Tech eugene@cs.cornell.eduVitaly Shmatikov Cornell Tech shmat@cs.cornell.edu,atk,Poisoning,DL,Text,YES,YES,NO,Black-box,None,YES,High,High,1,1,0,0,0,1,3
2022,131600b542.pdf,"“Adversarial Examples” for Proof-of-Learning Rui Zhang†, Jian Liu†∗, Yuan Ding, Zhibo Wang, Qingbiao Wu, and Kui Ren Zhejiang University Email: {zhang","“Adversarial Examples” for Proof-of-Learning Rui Zhang†, Jian Liu†∗, Yuan Ding, Zhibo Wang, Qingbiao Wu, and Kui Ren Zhejiang University Email: {zhangrui98, liujian2411, dy1ant, zhibowang, qbwu, kuire",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2022,131600b547.pdf,"Are We There Yet? Timing and Floating-Point Attacks on Differential Privacy Systems Jiankai Jin, Eleanor McMurtryyz, Benjamin I. P. Rubinstein, Olga","Attacks on Differential Privacy Systems Jiankai Jin, Eleanor McMurtryyz, Benjamin I. P. Rubinstein, Olga Ohrimenko School of Computing and Information Systems, The University of Melbourne yDepartm",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2022,131600b551.pdf,"DeepSteal: Advanced Model Extractions Leveraging Efﬁcient Weight Stealing in Memories Adnan Siraj Rakin*1, Md Haﬁzul Islam Chowdhuryy*2, Fan Yao2, and","Weight Stealing in Memories Adnan Siraj Rakin*1, Md Haﬁzul Islam Chowdhuryy*2, Fan Yao2, and Deliang Fan1 1School of Electrical, Computer, and Energy Engineering, Arizona State University, Tempe, AZ 2",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2022,131600b552.pdf,"SoK: Authentication in Augmented and Virtual Reality Sophie Stephensony, Bijeeta Palz, Stephen Fany, Earlence Fernandesy, Yuhang Zhaoy, Rahul Chatterj","SoK: Authentication in Augmented and Virtual Reality Sophie Stephensony, Bijeeta Palz, Stephen Fany, Earlence Fernandesy, Yuhang Zhaoy, Rahul Chatterjeey yUniversity of Wisconsin—Madison, zCornell Uni",def,NA,Both,Other,YES,NO,NO,Black-box,None,NO,None,Low,0,0,0,0,1,1,2
2022,131600b556.pdf,Reconstructing Training Data with Informed Adversaries Borja Balle* DeepMindGiovanni Cherubin*† Microsoft ResearchJamie Hayes* DeepMind Abstract —Give,"Borja Balle* DeepMindGiovanni Cherubin*† Microsoft ResearchJamie Hayes* DeepMind Abstract —Given access to a machine learning model, can an adversary reconstruct the model’s training data? This work",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2022,131600b561.pdf,"PICCOLO : Exposing Complex Backdoors in NLP Transformer Models Yingqi Liu1*, Guangyu Shen1*, Guanhong Tao1, Shengwei An1, Shiqing Ma2, Xiangyu Zhang1 ","Transformer Models Yingqi Liu1*, Guangyu Shen1*, Guanhong Tao1, Shengwei An1, Shiqing Ma2, Xiangyu Zhang1 Purdue University1, Rutgers University2, {liu1751, shen447, taog, an93 }@purdue.edu ,sm2283@cs",atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2022,131600b569.pdf,Property Inference from Poisoning Saeed Mahloujifar Princeton University sfar@princeton.eduEsha Ghosh Microsoft Research esha.ghosh@microsoft.comMelis,Property Inference from Poisoning Saeed Mahloujifar Princeton University sfar@princeton.eduEsha Ghosh Microsoft Research,atk,Poisoning,DL,Images,YES,YES,NO,Black-box,Full,NO,High,Low,0,1,0,0,0,1,2
2022,131600b576.pdf,"Transfer Attacks Revisited: A Large-Scale Empirical Study in Real Computer Vision Settings Yuhao Maoy, Chong Fu, Saizhuo Wang, Shouling Ji()), Xuh","Yuhao Maoy, Chong Fu, Saizhuo Wang, Shouling Ji()), Xuhong Zhangz()), Zhenguang Liu, Jun Zhoux, Alex X. Liux, Raheem Beyah{, Ting Wangk Zhejiang University,yETH Z ¨urich,zZhejiang University N",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2023,10351028.pdf,"Selective Amnesia: On Efficient, High-Fidelity and Blind Suppression of Backdoor Effects in Trojaned Machine Learning Models Rui Zhu∗, Di Tang∗, Siyua","Effects in Trojaned Machine Learning Models Rui Zhu∗, Di Tang∗, Siyuan Tang, XiaoFeng Wang, Haixu Tang Indiana University Bloomington {zhu11, tangd, tangsi, xw7, hatang }@iu.edu Abstract —The extensiv",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,2009.04131v9.pdf,"SoK: Certiﬁed Robustness for Deep Neural Networks Linyi LiTao XieyBo Li University of Illinois Urbana-Champaign, flinyi2,lbog@illinois.edu yKey Lab","Deep Neural Networks Linyi LiTao XieyBo Li University of Illinois Urbana-Champaign, flinyi2,lbog@illinois.edu yKey Laboratory of High Conﬁdence Software Technologies, MoE (Peking University), taoxi",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,2112.04558v2.pdf,arXiv:2112.04558v2  [cs.CR]  15 Feb 2023SoK: Anti-Facial Recognition Technology Emily Wenger University of Chicago ewenger@uchicago.eduShawn Shan Univ,arXiv:2112.04558v2  [cs.CR]  15 Feb 2023SoK: Anti-Facial Recognition Technology Emily Wenger University of Chicago ewenger@uchicago.eduShawn Shan University of Chicago,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,2201.02775v4.pdf,"ADI: Adversarial Dominating Inputs in Vertical Federated Learning Systems Qi Pang†, Yuanyuan Yuan‡, Shuai Wang‡1, Wenting Zheng† †Carnegie Mellon Univ","Federated Learning Systems Qi Pang†, Yuanyuan Yuan‡, Shuai Wang‡1, Wenting Zheng† †Carnegie Mellon University,‡HKUST Abstract —Vertical federated learning (VFL) system has re- cently become prominent ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,2208.12348v2.pdf,"SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jo","SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jonathan Ullman∗ ∗Northeastern University,†Google Re",atk,Poisoning,DL,Other,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2023,2210.10936v1.pdf,FedRecover: Recovering from Poisoning Attacks in Federated Learning using Historical Information Xiaoyu Cao∗Jinyuan Jia∗Zaixi Zhang+Neil Zhenqiang Gon,"Federated Learning using Historical Information Xiaoyu Cao∗Jinyuan Jia∗Zaixi Zhang+Neil Zhenqiang Gong∗ ∗Duke University+University of Science and Technology of China {xiaoyu.cao, jinyuan.jia, neil.go",def,Poisoning,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,2302.00539v4.pdf,"Analyzing Leakage of Personally Identiﬁable Information in Language Models Nils Lukas§, Ahmed Salemy, Robert Simy, Shruti Topley, Lukas Wutschitzyand","Information in Language Models Nils Lukas§, Ahmed Salemy, Robert Simy, Shruti Topley, Lukas Wutschitzyand Santiago Zanella-B ´egueliny University of Waterloo,yMicrosoft nlukas@uwaterloo.ca, ft-salem",atk,Privacy,DL,Text,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2023,3DFed_Adaptive_and_Extensible_Framework_for_Covert_Backdoor_Attack_in_Federated_Learning.pdf,"3DFed: Adaptive and Extensible Framework for Covert Backdoor Attack in Federated Learning Haoyang Li1, Qingqing Y e1, Haibo Hu1* , Jin Li2, Leixia Wan","Covert Backdoor Attack in Federated Learning Haoyang Li1, Qingqing Y e1, Haibo Hu1* , Jin Li2, Leixia Wang3, Chengfang Fang4, Jie Shi4 1The Hong Kong Polytechnic University, hao-yang9905.li@connect.po",atk,Poisoning,DL,Images,YES,YES,NO,Black-box,None,YES,High,Low,1,1,0,0,0,1,3
2023,3d-spoof-sp23.pdf,"DepthFake : Spooﬁng 3D Face Authentication with a 2D Photo Zhihao Wu1, Yushi Cheng2, Jiahui Yang1, Xiaoyu Ji1†, Wenyuan Xu1† 1Ubiquitous System Securi","DepthFake : Spooﬁng 3D Face Authentication with a 2D Photo Zhihao Wu1, Yushi Cheng2, Jiahui Yang1, Xiaoyu Ji1†, Wenyuan Xu1† 1Ubiquitous System Security Lab (USSLAB), Zhejiang University 2Beijing Nati",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2023,933600a019.pdf,"Deepfake Text Detection: Limitations and Opportunities Jiameng Pu∗¶, Zain Sarwar†¶, Sifat Muhammad Abdullah∗, Abdullah Rehman∗, Yoonjin Kim∗, Parantap","Jiameng Pu∗¶, Zain Sarwar†¶, Sifat Muhammad Abdullah∗, Abdullah Rehman∗, Yoonjin Kim∗, Parantapa Bhattacharya§, Mobin Javed‡, Bimal Viswanath∗ ∗Virginia Tech,†University of Chicago,‡LUMS Pakistan,§Uni",atk,Evasion,DL,Text,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2023,933600a076.pdf,"Private, Efﬁcient, and Accurate: Protecting Models Trained by Multi-party Learning with Differential Privacy Wenqiang Ruan$, Mingxin Xu$, Wenjing Fang","Multi-party Learning with Differential Privacy Wenqiang Ruan$, Mingxin Xu$, Wenjing Fang+,L iW a n g+, Lei Wang+, Weili Han$ $Laboratory of Data Analytics and Security, Fudan University,+Ant Group ${w",def,Privacy,Both,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,933600a327.pdf,"SoK: Let the Privacy Games Begin! A Unified Treatment of Data Inference Privacy in Machine Learning Ahmed Salem∗‡, Giovanni Cherubin∗, David Evans†, B","Andrew Paverd∗, Anshuman Suri†, Shruti Tople∗, Santiago Zanella-B ´eguelin∗‡ ∗Microsoft {t-salem.ahmed, giovanni.cherubin, boris.koepf, andrew.paverd, shruti.tople, santiago }@microsoft.com †Universit",def,Privacy,Both,Other,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,933600a346.pdf,"Analyzing Leakage of Personally Identifiable Information in Language Models Nils Lukas∗§, Ahmed Salem†, Robert Sim†, Shruti Tople†, Lukas Wutschitz†an","Information in Language Models Nils Lukas∗§, Ahmed Salem†, Robert Sim†, Shruti Tople†, Lukas Wutschitz†and Santiago Zanella-B ´eguelin† ∗University of Waterloo,†Microsoft Research nlukas@uwaterloo.ca,",atk,Privacy,DL,Text,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2023,933600a432.pdf,"D-DAE: Defense-Penetrating Model Extraction Attacks Yanjiao Chen1, Rui Guan2, Xueluan Gong1∗, Jianshuo Dong3, and Meng Xue1 1School of Computer Scienc","Extraction Attacks Yanjiao Chen1, Rui Guan2, Xueluan Gong1∗, Jianshuo Dong3, and Meng Xue1 1School of Computer Science, Wuhan University, China 2School of Mathematics and Statistics, Wuhan University,",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2023,933600a719.pdf,"Jigsaw Puzzle: Selective Backdoor Attack to Subvert Malware Classiﬁers Limin Yang*, Zhi Chen*, Jacopo Cortellazziyz, Feargus Pendleburyz, Kevin Tu* Fa","Limin Yang*, Zhi Chen*, Jacopo Cortellazziyz, Feargus Pendleburyz, Kevin Tu* Fabio Pierazziy, Lorenzo Cavallaroz, Gang Wang* *University of Illinois at Urbana-ChampaignyKing’s College LondonzUniversit",atk,Poisoning,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,933600a755.pdf,"REDEEM MYSELF : Purifying Backdoors in Deep Learning Models using Self Attention Distillation Xueluan Gong1, Yanjiao Chen2∗, Wang Yang3, Qian Wang3∗Yu","Learning Models using Self Attention Distillation Xueluan Gong1, Yanjiao Chen2∗, Wang Yang3, Qian Wang3∗Yuzhe Gu3, Huayang Huang3, and Chao Shen4 1School of Computer Science, Wuhan University, China 2",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,933600a853.pdf,On The Empirical Effectiveness of Unrealistic Adversarial Hardening Against Realistic Adversarial Attacks 1stSalijona Dyrmishi University of Luxembour,Attacks 1stSalijona Dyrmishi University of Luxembourg salijona.dyrmishi@uni.lu2ndSalah Ghamizi University of Luxembourg,both,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,933600a906.pdf,"TrojanModel: A Practical Trojan Attack against Automatic Speech Recognition Systems Wei Zong∗B, Yang-Wai Chow∗, Willy Susilo∗, Kien Do†and Svetha Venk","Automatic Speech Recognition Systems Wei Zong∗B, Yang-Wai Chow∗, Willy Susilo∗, Kien Do†and Svetha Venkatesh† ∗Institute of Cybersecurity and Cryptology (iC2), University of Wollongong, Australia {wzo",atk,Evasion,DL,Audio,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,933600b239.pdf,"PublicCheck: Public Integrity Veriﬁcation for Services of Run-time Deep Models Shuo Wangy, Sharif Abuadbbay, Sidharth Agarwalz, Kristen Moorey, Ruo","yCybersecurity CRC, Australia zIndian Institute of Technology Delhi, India xUniversity of New South Wales, Australia Abstract —Existing integrity veriﬁcation approaches for deep models are designed fo",def,NA,DL,Images,YES,NO,NO,White-box,None,NO,Low,Low,0,0,1,0,1,1,3
2023,933600b524.pdf,"GEESOLVER : A Generic, Efficient, and Effortless Solver with Self-Supervised Learning for Breaking Text Captchas Ruijie Zhao†§, Xianwen Deng†§∗, Yanha","Ruijie Zhao†§, Xianwen Deng†§∗, Yanhao Wang‡, Zhicong Yan†, Zhengguang Han††, Libo Chen†, Zhi Xue†∗, and Yijun Wang†∗ †Shanghai Jiao Tong University‡QI-ANXIN††QI-AN Pangu (Shanghai) InfoTech Co., Ltd.",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,933600b901.pdf,"Accuracy-Privacy Trade-off in Deep Ensemble: A Membership Inference Perspective Shahbaz Rezaei University of California Davis, CA, USA srezaei@ucdavis","A Membership Inference Perspective Shahbaz Rezaei University of California Davis, CA, USA srezaei@ucdavis.eduZubair Shafiq",both,Privacy,DL,Images,YES,YES,NO,Black-box,Partial,NO,High,Low,0,1,0,0,0,1,2
2023,933600b935.pdf,"SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jo","SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jonathan Ullman∗ ∗Northeastern University,†Google Re",atk,Poisoning,DL,Other,YES,NO,NO,Black-box,None,NO,High,Low,0,1,0,0,1,1,3
2023,AI-Guardian_Defeating_Adversarial_Attacks_using_Backdoors.pdf,"AI-Guardian: Defeating Adversarial Attacks using Backdoors Hong Zhu1,2, Shengzhi Zhang3, and Kai Chen1,2,∗ 1SKLOIS, Institute of Information Engineeri","Hong Zhu1,2, Shengzhi Zhang3, and Kai Chen1,2,∗ 1SKLOIS, Institute of Information Engineering, Chinese Academy of Sciences, China 2School of Cyber Security, University of Chinese Academy of Sciences, ",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,BayBFed_Bayesian_Backdoor_Defense_for_Federated_Learning.pdf,"BayBFed : Bayesian Backdoor Defense for Federated Learning Kavita Kumari†∗, Phillip Rieger†, Hossein Fereidooni†, Murtuza Jadliwala‡and Ahmad-Reza Sad","BayBFed : Bayesian Backdoor Defense for Federated Learning Kavita Kumari†∗, Phillip Rieger†, Hossein Fereidooni†, Murtuza Jadliwala‡and Ahmad-Reza Sadeghi† †Technical University of Darmstadt,‡The Univ",def,Poisoning,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,Breaking_Security-Critical_Voice_Authentication.pdf,"Breaking Security-Critical V oice Authentication Andre Kassis∗and Urs Hengartner† Cheriton School of Computer Science University of Waterloo Waterloo,","Andre Kassis∗and Urs Hengartner† Cheriton School of Computer Science University of Waterloo Waterloo, Canada ∗akassis@uwaterloo.ca,†urs.hengartner@uwaterloo.ca",atk,Evasion,DL,Audio,YES,YES,NO,Black-box,Full,NO,Low,Low,0,0,0,0,0,1,1
2023,Disguising_Attacks_with_Explanation-Aware_Backdoors.pdf,Disguising Attacks with Explanation-Aware Backdoors Maximilian Noppel KASTEL Security Research Labs Karlsruhe Institute of Technology GermanyLukas Pet,KASTEL Security Research Labs Karlsruhe Institute of Technology GermanyLukas Peter KASTEL Security Research Labs Karlsruhe Institute of Technology GermanyChristian Wressnegger,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,ELSA_Secure_Aggregation_for_Federated_Learning_with_Malicious_Actors.pdf,"ELSA: Secure Aggregation for Federated Learning with Malicious Actors Mayank Rathee1, Conghao Shen1,2, Sameer Wagh1,3, and Raluca Ada Popa1 University","ELSA: Secure Aggregation for Federated Learning with Malicious Actors Mayank Rathee1, Conghao Shen1,2, Sameer Wagh1,3, and Raluca Ada Popa1 University of California, Berkeley1 Stanford University2 Dev",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,ImU_Physical_Impersonating_Attack_for_Face_Recognition_System_with_Natural_Style_Changes.pdf,"ImU: Physical Impersonating Attack for Face Recognition System with Natural Style Changes Shengwei An†, Y uan Yao‡, Qiuling Xu†, Shiqing Ma§, Guanhong","Shengwei An†, Y uan Yao‡, Qiuling Xu†, Shiqing Ma§, Guanhong Tao†, Siyuan Cheng†, Kaiyuan Zhang†, Yingqi Liu†, Guangyu Shen†, Ian Kelk¶, Xiangyu Zhang† †Purdue University,‡Nanjing University,§Rutgers ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,ObjectSeeker_Certifiably_Robust_Object_Detection_against_Patch_Hiding_Attacks_via_Patch-agnostic_Masking.pdf,ObjectSeeker: Certifiably Robust Object Detection against Patch Hiding Attacks via Patch-agnostic Masking Chong Xiang Princeton University cxiang@prin,Patch-agnostic Masking Chong Xiang Princeton University cxiang@princeton.eduAlexander Valtchanov Princeton University,def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,On_the_Insecurity_of_Peer-to-Peer_Decentralized_Machine_Learning.pdf,"On the (In)security of Peer-to-Peer Decentralized Machine Learning Dario Pasquini SPRING Lab; EPFL, Switzerland dario.pasquini@epﬂ.chMathilde Raynal S","Dario Pasquini SPRING Lab; EPFL, Switzerland dario.pasquini@epﬂ.chMathilde Raynal SPRING Lab; EPFL, Switzerland mathilde.raynal@epﬂ.chCarmela Troncoso",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,RAB_Provable_Robustness_Against_Backdoor_Attacks.pdf,"RAB: Provable Robustness Against Backdoor Attacks Maurice Weber† ∗Xiaojun Xu‡ ∗Bojan Karla ˇs†Ce Zhang†Bo Li‡ †ETH Zurich, Switzerland {maurice.weber,","RAB: Provable Robustness Against Backdoor Attacks Maurice Weber† ∗Xiaojun Xu‡ ∗Bojan Karla ˇs†Ce Zhang†Bo Li‡ †ETH Zurich, Switzerland {maurice.weber, karlasb, ce.zhang }@inf.ethz.ch ‡University of Il",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,RoFL_Robustness_of_Secure_Federated_Learning.pdf,"RoFL: Robustness of Secure Federated Learning Hidde Lycklama∗, Lukas Burkhalter∗, Alexander Viand, Nicolas K ¨uchler, Anwar Hithnawi ETH Zurich Abstra","ETH Zurich Abstract —Even though recent years have seen many attacks exposing severe vulnerabilities in Federated Learning (FL), a holistic understanding of what enables these attacks and how they can",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
